Source ,Bureau of Labor Statistics ,,,
Note,Employment % Change(not seasonal adjusted),,,
URL ,https://data.bls.gov/pdq/SurveyOutputServlet,,,
,,,,
Fips ,Geography ,Years ,Statistics ,Value
18103,"Miami, IN",2005,Employment ,16291
18105,"Monroe, IN",2005,Employment ,63451
18107,"Montgomery, IN",2005,Employment ,18946
18109,"Morgan, IN",2005,Employment ,35351
18111,"Newton, IN",2005,Employment ,6700
18113,"Noble, IN",2005,Employment ,22320
18115,"Ohio, IN",2005,Employment ,2984
18117,"Orange, IN",2005,Employment ,8622
18119,"Owen, IN",2005,Employment ,11026
18121,"Parke, IN",2005,Employment ,7587
18123,"Perry, IN",2005,Employment ,9159
18125,"Pike, IN",2005,Employment ,5889
18127,"Porter, IN",2005,Employment ,77225
18129,"Posey, IN",2005,Employment ,13190
18131,"Pulaski, IN",2005,Employment ,6720
18133,"Putnam, IN",2005,Employment ,16615
18135,"Randolph, IN",2005,Employment ,12131
18137,"Ripley, IN",2005,Employment ,14086
18139,"Rush, IN",2005,Employment ,9105
18141,"St. Joseph, IN",2005,Employment ,126995
18143,"Scott, IN",2005,Employment ,10682
18145,"Shelby, IN",2005,Employment ,22487
18147,"Spencer, IN",2005,Employment ,10112
18149,"Starke, IN",2005,Employment ,9889
18151,"Steuben, IN",2005,Employment ,15940
18153,"Sullivan, IN",2005,Employment ,8599
18155,"Switzerland, IN",2005,Employment ,5493
18157,"Tippecanoe, IN",2005,Employment ,75524
18159,"Tipton, IN",2005,Employment ,7613
18161,"Union, IN",2005,Employment ,3657
18163,"Vanderburgh, IN",2005,Employment ,86649
18165,"Vermillion, IN",2005,Employment ,7527
18167,"Vigo, IN",2005,Employment ,46501
18169,"Wabash, IN",2005,Employment ,16545
18171,"Warren, IN",2005,Employment ,4564
18173,"Warrick, IN",2005,Employment ,29170
18175,"Washington, IN",2005,Employment ,13144
18177,"Wayne, IN",2005,Employment ,30676
18179,"Wells, IN",2005,Employment ,14146
18181,"White, IN",2005,Employment ,11551
18183,"Whitley, IN",2005,Employment ,16777
18000,Indiana,2000,Employment ,3029073
18001,"Adams, IN",2000,Employment ,16092
18003,"Allen, IN",2000,Employment ,170831
18005,"Bartholomew, IN",2000,Employment ,36292
18007,"Benton, IN",2000,Employment ,4686
18009,"Blackford, IN",2000,Employment ,6719
18011,"Boone, IN",2000,Employment ,23735
18013,"Brown, IN",2000,Employment ,7638
18015,"Carroll, IN",2000,Employment ,10195
18017,"Cass, IN",2000,Employment ,20003
18019,"Clark, IN",2000,Employment ,50559
18021,"Clay, IN",2000,Employment ,12309
18023,"Clinton, IN",2000,Employment ,15970
18025,"Crawford, IN",2000,Employment ,4861
18027,"Daviess, IN",2000,Employment ,13661
18029,"Dearborn, IN",2000,Employment ,23639
18031,"Decatur, IN",2000,Employment ,13117
18033,"DeKalb, IN",2000,Employment ,21033
18035,"Delaware, IN",2000,Employment ,56569
18037,"Dubois, IN",2000,Employment ,21645
18039,"Elkhart, IN",2000,Employment ,94152
18041,"Fayette, IN",2000,Employment ,11854
18043,"Floyd, IN",2000,Employment ,36709
18045,"Fountain, IN",2000,Employment ,8377
18047,"Franklin, IN",2000,Employment ,10911
18049,"Fulton, IN",2000,Employment ,10318
18051,"Gibson, IN",2000,Employment ,16167
18053,"Grant, IN",2000,Employment ,33419
18055,"Greene, IN",2000,Employment ,15241
18057,"Hamilton, IN",2000,Employment ,99314
18059,"Hancock, IN",2000,Employment ,29686
18061,"Harrison, IN",2000,Employment ,18075
18063,"Hendricks, IN",2000,Employment ,56303
18065,"Henry, IN",2000,Employment ,22420
18067,"Howard, IN",2000,Employment ,40135
18069,"Huntington, IN",2000,Employment ,20130
18071,"Jackson, IN",2000,Employment ,21102
18073,"Jasper, IN",2000,Employment ,14186
18075,"Jay, IN",2000,Employment ,10600
18077,"Jefferson, IN",2000,Employment ,15625
